IDs,Proportions,T,logV
"[132, 247]","[0.3, 0.7]",308.15,-0.0320798266449447
"[136, 219]","[0.7, 0.3]",305.65,-0.227562670348895
"[599, 981]","[0.7, 0.3]",308.15,-0.4469226997000874
"[741, 1386]","[0.5, 0.5]",305.65,0.3514304460464337
"[777, 901]","[0.8, 0.2]",303.15,-0.1632018181294875
"[925, 984]","[0.2, 0.8]",313.15,0.3912024496604823
"[884, 935]","[0.5, 0.5]",323.15,0.3809965500007132
"[950, 974]","[0.3, 0.7]",313.15,0.6108931517095978
"[392, 970]","[0.6, 0.4]",318.15,1.7402285804820656
"[756, 981]","[0.9, 0.1]",303.15,-0.3515224746249591
"[907, 1349]","[0.3, 0.7]",303.1,-0.3956949378134649
"[79, 645]","[0.5, 0.5]",308.15,0.0652553815747754
"[66, 667]","[0.5, 0.5]",308.15,0.2152457210526779
"[850, 973]","[0.3, 0.7]",303.15,0.2524939181834819
"[667, 999]","[0.36, 0.64]",308.15,0.1833751887674864
"[659, 721]","[0.5, 0.5]",308.15,0.1276076822899824
"[417, 879]","[0.8, 0.2]",305.65,0.2697894168027847
"[416, 804]","[0.6, 0.4]",303.15,-0.0912795987996962
"[441, 981]","[0.64, 0.36]",313.15,-0.353814548956377
"[961, 862, 850]","[0.1399, 0.8001, 0.05999999999999994]",318.15,-0.4236586497942071
"[534, 667]","[0.3, 0.7]",308.15,0.0268314617493936
"[944, 981]","[0.512, 0.488]",313.35,-0.2269453066357374
"[961, 81, 974]","[0.0551, 0.0491, 0.8958]",293.15,1.2201368656365967
[673],[1.0],298.0,0.306244813485952
"[712, 1032]","[0.4, 0.6]",323.15,0.1556817070498002
[510],[1.0],308.15,0.0863046380845872
[906],[1.0],305.65,0.4578830768011501
"[859, 923]","[0.39, 0.61]",308.15,-0.0913058216108716
"[213, 635]","[0.7, 0.3]",303.15,-0.2273041995582329
"[86, 331]","[0.64, 0.36]",303.15,-0.352268670195568
"[1383, 1350]","[0.9, 0.1]",303.15,-0.030133029315247
"[213, 232]","[0.9, 0.1]",303.15,-0.123072834591468
"[618, 659]","[0.8, 0.2]",298.15,-0.2192408465109466
"[618, 676]","[0.8, 0.2]",293.15,-0.0965101588143367
"[437, 1225]","[0.7, 0.3]",303.15,-0.3150808792565649
"[701, 910]","[0.1, 0.9]",313.15,-0.0780618707788338
[493],[1.0],298.0,-0.3445196461694302
"[695, 894]","[0.5, 0.5]",313.15,0.1653490972128443
"[721, 882]","[0.7, 0.3]",313.15,0.3046626799002072
"[599, 667]","[0.5, 0.5]",298.15,-0.1098432358460821
"[86, 741]","[0.8, 0.2]",308.15,-0.262740939715271
"[555, 890]","[0.6, 0.4]",298.15,0.3951504112394817
"[95, 1145]","[0.1, 0.9]",308.15,0.0206943779463469
"[275, 981]","[0.8, 0.2]",305.65,-0.3518316455711473
"[910, 944]","[0.5, 0.5]",303.15,-0.0767150451799667
"[676, 981]","[0.1, 0.9]",303.15,-0.1865063851578362
"[933, 984]","[0.1, 0.9]",313.15,0.454216557647213
[440],[1.0],298.0,0.0
"[135, 689]","[0.81, 0.19]",303.15,-0.135547884631096
"[307, 910]","[0.5, 0.5]",309.15,-0.0013368075076262
"[645, 897]","[0.3, 0.7]",308.15,-0.3680287599845492
"[916, 981]","[0.2, 0.8]",295.65,-0.2306677646694463
"[70, 645]","[0.3, 0.7]",313.15,-0.1762090406706926
[679],[1.0],323.15,0.2622137054764168
"[307, 330]","[0.47, 0.53]",298.15,0.452280549372302
"[885, 890]","[0.1, 0.9]",298.15,-0.0687008828640104
"[219, 812]","[0.67, 0.33]",308.15,-0.3543646420044263
"[910, 935]","[0.1, 0.9]",303.15,0.1571485607879377
"[184, 843]","[0.5, 0.5]",303.15,0.003029470553618
"[330, 910]","[0.2, 0.8]",303.15,-0.0917599596880762
[488],[1.0],298.0,0.076624722621156
"[273, 850, 293]","[0.4001, 0.0499, 0.55]",298.15,-0.4067139329795427
"[966, 986]","[0.95, 0.05]",303.15,0.2868980856115931
"[539, 689]","[0.89, 0.11]",313.15,0.306284147677378
"[534, 667]","[0.9, 0.1]",308.15,-0.074868963081029
"[850, 974]","[0.8, 0.2]",308.15,0.1870948960435667
"[901, 1036]","[0.3, 0.7]",298.15,1.3752095673119502
"[440, 889]","[0.1, 0.9]",308.15,0.2152974011764553
"[804, 934]","[0.8, 0.2]",298.15,0.1905451923191082
"[219, 872]","[0.7, 0.3]",310.65,-0.3755413596397772
"[330, 963]","[0.2, 0.8]",308.983,0.0563739300409137
"[667, 793]","[0.4, 0.6]",310.65,0.2457018334607899
[576],[1.0],308.15,0.0172019446908401
"[765, 933]","[0.2, 0.8]",308.15,-0.0690059826705293
"[70, 741, 721, 578]","[0.0821, 0.6597, 0.0354, 0.2228]",298.15,0.1386184338994924
"[331, 850, 416]","[0.5, 0.25, 0.25]",298.15,-0.3695721249749761
"[70, 923, 71, 645]","[0.3477, 0.4539, 0.053, 0.1454]",298.15,-0.1778319206319825
"[81, 759]","[0.1, 0.9]",308.15,0.0218681236058066
"[416, 618]","[0.24, 0.76]",293.15,-0.2491119344425159
"[621, 679]","[0.7, 0.3]",313.15,0.1384492939187063
[793],[1.0],313.15,0.3811768977053751
"[974, 970, 850]","[0.46, 0.46, 0.08]",308.15,1.4509400414718834
"[70, 667]","[0.5, 0.5]",323.15,-0.1100922497096764
"[765, 884]","[0.2, 0.8]",318.15,0.3661413176235255
"[862, 990]","[0.6, 0.4]",298.15,-0.1494850596616269
[34],[1.0],298.0,-0.3242396297815552
"[529, 1324]","[0.7, 0.3]",305.65,0.6567033919599448
"[910, 1291]","[0.7, 0.3]",295.65,0.0469024993267138
"[880, 961]","[0.8, 0.2]",310.65,1.6031464659954169
"[149, 897]","[0.72, 0.28]",298.15,0.3492156860797775
"[70, 923, 944]","[0.0952, 0.1483, 0.7565]",308.15,-0.1966794764212459
"[1390, 721]","[0.7869, 0.2131]",303.15,0.6141587095091752
"[667, 812]","[0.53, 0.47]",308.15,0.0996067057172113
[804],[1.0],311.222,0.1792922932027228
"[3, 862]","[0.1, 0.9]",308.0,-0.3036447388686222
"[348, 898]","[0.2, 0.8]",303.15,-0.4068268553365907
"[247, 555]","[0.2, 0.8]",298.15,0.3903323730734967
"[474, 777]","[0.7, 0.3]",308.15,-0.1214488509511978
"[895, 70, 721]","[0.0893, 0.3588, 0.5519]",308.15,0.1556092836789154
"[1382, 979]","[0.5, 0.5]",305.65,0.0561542489588556
"[966, 890, 928]","[0.2297, 0.5818, 0.1885]",298.15,0.1309766916056171
"[474, 932]","[0.3, 0.7]",298.15,0.0131438642346436
"[882, 1038]","[0.2, 0.8]",323.15,1.4063939323844945
"[303, 618]","[0.5, 0.5]",303.15,0.7627924583707899
"[343, 862]","[0.1, 0.9]",303.15,-0.3103512452933065
"[701, 804]","[0.9, 0.1]",308.15,0.6809289562279363
"[868, 1392]","[0.14, 0.86]",298.15,0.5120253596179076
"[219, 555]","[0.8, 0.2]",300.65,-0.3226976617028374
"[474, 882]","[0.9, 0.1]",315.65,0.1687058157791403
"[219, 935]","[0.6, 0.4]",303.15,-0.0595986076511726
"[923, 933]","[0.7, 0.3]",298.15,-0.1974788301746797
"[701, 712]","[0.1, 0.9]",295.65,0.8242668112079938
[257],[1.0],298.0,0.3767115141006688
"[901, 950]","[0.6, 0.4]",315.12,0.2358282882410873
"[672, 804]","[0.3, 0.7]",312.15,0.2129742113059974
"[721, 959]","[0.9, 0.1]",313.15,0.4737495970004247
"[578, 936]","[0.3, 0.7]",301.9,-0.3810609080001796
"[356, 981]","[0.9, 0.1]",298.1,-0.1835129959934429
"[867, 1016]","[0.1, 0.9]",298.15,-0.0823106600451661
"[521, 897]","[0.6, 0.4]",298.15,-0.5373464565947604
"[901, 920]","[0.15, 0.85]",303.15,-0.2136174982538762
"[618, 777]","[0.36, 0.64]",298.15,-0.2376774691415939
"[69, 454]","[0.4, 0.6]",313.15,-0.4425079187894045
"[1364, 1022]","[0.2, 0.8]",308.15,-0.1514939628822463
"[361, 872]","[0.35, 0.65]",308.15,0.2954608032683817
"[578, 701]","[0.7, 0.3]",298.15,-0.1419718204822787
"[599, 618]","[0.4, 0.6]",301.9,-0.3571874636342214
"[961, 853, 890]","[0.1512, 0.1301, 0.7187]",303.15,-0.1857524042680798
"[901, 939]","[0.5, 0.5]",298.15,-0.0680713052285772
"[701, 979]","[0.5, 0.5]",308.15,0.4113595391582104
"[1054, 936]","[0.9, 0.1]",298.15,-0.5922115115939641
"[474, 982]","[0.1, 0.9]",305.65,-0.0242346059294482
"[599, 635]","[0.2, 0.8]",298.15,-0.2267736043543258
"[712, 818]","[0.29, 0.71]",298.15,0.6434383212788272
"[689, 914]","[0.8, 0.2]",313.0,0.6788151203299484
"[70, 75, 988]","[0.397, 0.302, 0.30099999999999993]",298.15,-0.0797201053670515
"[1225, 936]","[0.9, 0.1]",298.15,-0.1235650386999545
"[898, 862, 804]","[0.1973, 0.7006, 0.10209999999999997]",283.15,-0.2856702402547669
"[921, 959]","[0.6, 0.4]",313.15,0.2557224040852783
"[599, 712]","[0.26, 0.74]",308.15,0.2989157585600928
"[1375, 905]","[0.89, 0.11]",298.15,-0.3014793174953898
"[113, 897]","[0.23, 0.77]",298.15,-0.3640417462548799
"[712, 850]","[0.7, 0.3]",308.983,0.4788146980460713
"[857, 936]","[0.4, 0.6]",303.15,-0.0914458994896107
"[68, 331]","[0.8, 0.2]",303.15,0.1697888901942682
"[529, 578]","[0.9, 0.1]",313.0,0.173646239237828
"[689, 712]","[0.67, 0.33]",308.15,0.8345495897104734
"[3, 804]","[0.4, 0.6]",306.483,0.1852966152636246
"[444, 863]","[0.5, 0.5]",310.65,0.1525252686662918
"[348, 474]","[0.3, 0.7]",298.15,0.1425735914352068
[741],[1.0],308.983,0.4098349329718075
"[906, 933]","[0.5, 0.5]",298.15,0.3912024164344564
"[741, 850]","[0.5, 0.5]",308.983,0.20529554820418
"[870, 981]","[0.6, 0.4]",309.4,-0.2722746700155719
"[777, 920]","[0.25, 0.75]",303.15,-0.2371179973742309
"[765, 863]","[0.8, 0.2]",306.483,0.2464218810652754
"[859, 923]","[0.79, 0.21]",308.15,0.0983628953277952
"[570, 966]","[0.9, 0.1]",303.15,1.2217092728260674
"[233, 928]","[0.9, 0.1]",323.15,-0.16986681466446
"[676, 999]","[0.52, 0.48]",318.15,0.1507356820210218
"[340, 981]","[0.28, 0.72]",303.15,-0.2314638555384518
"[1380, 887]","[0.4, 0.6]",298.15,0.2184547892870773
"[916, 933]","[0.9, 0.1]",308.0,-0.237270484147467
"[884, 961]","[0.61, 0.39]",318.05,0.4842200554716938
"[902, 950]","[0.2, 0.8]",313.15,0.24293419932677
"[219, 232]","[0.9, 0.1]",303.15,-0.4113186545546194
"[213, 765]","[0.9, 0.1]",303.15,-0.1697132762007294
"[920, 1353]","[0.7, 0.3]",308.15,-0.1503352442209553
"[529, 645]","[0.5, 0.5]",298.15,0.0186406023675951
"[961, 862, 850]","[0.1201, 0.6, 0.27990000000000004]",318.15,-0.3767507096020995
[897],[1.0],300.65,-0.4579712834246887
"[97, 1145]","[0.3, 0.7]",318.15,0.003029470553618
"[898, 862, 804]","[0.6038, 0.2986, 0.09760000000000002]",298.15,-0.39040559077478
"[676, 810]","[0.39, 0.61]",298.15,0.0615755918019751
"[685, 712]","[0.26, 0.74]",318.15,0.6066467517087665
[82],[1.0],313.15,-0.0730405116197756
"[219, 435]","[0.5, 0.5]",298.0,-0.4221386134748859
"[804, 850, 890, 961]","[0.1113, 0.1983, 0.1725, 0.5179]",283.15,0.5146839961615616
"[1364, 736]","[0.6, 0.4]",308.15,0.0308985666569089
"[234, 981]","[0.2, 0.8]",303.15,-0.2375035651028335
"[313, 901]","[0.7, 0.3]",298.15,-0.0219610549222646
"[850, 928]","[0.73, 0.27]",303.15,-0.1300467069602028
"[247, 858]","[0.85, 0.15]",308.15,0.1034946657987453
"[645, 765]","[0.9, 0.1]",298.15,-0.0695486495561548
"[863, 914]","[0.9, 0.1]",310.65,0.169232467096547
"[70, 886]","[0.45, 0.55]",318.15,-0.1486734423659476
"[901, 977]","[0.6, 0.4]",310.65,0.4340135980061083
"[741, 1291]","[0.3, 0.7]",308.15,0.0429012936440177
"[365, 882]","[0.64, 0.36]",308.15,0.8159325894196784
"[895, 901]","[0.5, 0.5]",303.15,0.1710725418197589
"[599, 741]","[0.33, 0.67]",303.15,0.0856914087619719
"[576, 667]","[0.7, 0.3]",303.15,0.0677544183179503
[969],[1.0],312.15,0.1029079682231655
"[331, 618]","[0.1, 0.9]",303.15,-0.3273531712042017
"[474, 986]","[0.5, 0.5]",308.15,0.97147008476394
"[458, 555]","[0.5, 0.5]",305.65,-0.0868338600219777
"[365, 777]","[0.76, 0.24]",303.15,0.8876299721461964
[1120],[1.0],298.0,-0.0695573464791843
"[536, 667]","[0.5, 0.5]",300.65,-0.2032680886726701
"[437, 895]","[0.9, 0.1]",308.15,-0.3313695736464313
"[444, 786]","[0.8, 0.2]",310.65,0.1997967918919473
"[879, 976]","[0.5, 0.5]",313.35,0.3573072966365131
"[340, 850]","[0.5, 0.5]",303.15,-0.1334846041373909
"[618, 920]","[0.1, 0.9]",309.4,-0.2899068000904151
"[113, 578]","[0.47, 0.53]",298.15,-0.3101797552498766
"[473, 863]","[0.1, 0.9]",308.15,0.1402469690179341
"[912, 981]","[0.2, 0.8]",303.15,-0.1295960947209729
[549],[1.0],298.0,-0.0706662937204883
"[862, 966]","[0.85, 0.15]",303.15,-0.2706383233995212
"[361, 961]","[0.05, 0.95]",308.15,0.1697051737365701
"[974, 458, 928]","[0.4706, 0.4586, 0.07079999999999997]",298.15,0.2614294155594467
[35],[1.0],298.0,-0.6715714012350004
"[804, 850, 890, 961]","[0.074, 0.2142, 0.283, 0.42880000000000007]",283.15,0.4035247589944291
"[75, 961]","[0.38, 0.62]",298.0,0.0784910303013911
"[937, 981]","[0.3, 0.7]",298.15,-0.2395739906916416
[960],[1.0],298.15,0.5670970950832227
"[618, 759]","[0.9, 0.1]",308.15,-0.301414493486919
"[570, 966]","[0.7, 0.3]",303.15,1.0463715482510836
"[1375, 903]","[0.57, 0.43]",298.15,0.1820026652778783
"[236, 923]","[0.6, 0.4]",308.15,-0.3336821505420562
[799],[1.0],308.15,-0.0657618156682162
"[3, 960]","[0.1, 0.9]",298.15,0.539099623805334
"[474, 763]","[0.2, 0.8]",308.15,-0.0940404992249911
"[862, 920]","[0.7, 0.3]",308.15,-0.3675531508156369
"[804, 879]","[0.2, 0.8]",315.65,-0.0318127143446657
"[70, 1225]","[0.1, 0.9]",318.15,-0.2385027859224394
"[882, 1389]","[0.2, 0.8]",318.15,0.8678682236143169
"[9, 933]","[0.8, 0.2]",303.15,-0.102725139329732
"[340, 804]","[0.8, 0.2]",303.15,-0.1561483374673828
"[804, 889]","[0.1, 0.9]",315.65,0.1152903721341652
"[890, 961]","[0.8, 0.2]",311.483,-0.1793393282202819
[851],[1.0],313.15,0.1353715946327156
"[869, 933]","[0.8, 0.2]",309.817,-0.259315225933018
"[945, 984]","[0.5, 0.5]",313.15,0.2662690227391878
"[599, 699]","[0.5, 0.5]",313.15,-0.0201644158161125
[832],[1.0],298.0,-0.0035539359845607
"[1371, 679]","[0.1, 0.9]",313.15,0.366518849743878
[870],[1.0],309.817,-0.2534516750034781
"[275, 945]","[0.6, 0.4]",305.65,-0.1564279683910649
"[219, 440]","[0.4, 0.6]",308.15,-0.1533755437118677
"[536, 850]","[0.33, 0.67]",298.15,-0.2520098747353325
[171],[1.0],298.0,-0.6125676470040584
"[240, 365]","[0.25, 0.75]",303.15,0.8674418171901398
"[721, 961]","[0.0003, 0.9997]",293.15,-0.0132282657337551
[501],[1.0],308.15,-0.1578387385603855
"[712, 1006]","[0.7, 0.3]",298.15,0.6699333164296433
"[721, 960]","[0.1, 0.9]",308.15,0.3673598069306423
"[721, 961]","[0.0001, 0.9999]",293.15,-0.0145735259169983
"[721, 892]","[0.4, 0.6]",303.15,0.1622830982611927
"[804, 961]","[0.032, 0.968]",308.15,-0.0227601953793618
"[944, 963]","[0.2, 0.8]",308.15,0.0476988952828196
"[695, 902]","[0.24, 0.76]",293.15,-0.0415858731534328
"[804, 887]","[0.8, 0.2]",315.65,0.0802550577110212
"[599, 618, 659, 1401]","[0.1107, 0.656, 0.0913, 0.1419999999999999]",298.15,-0.1824346304402192
"[676, 810]","[0.59, 0.41]",298.15,0.1434719388349845
"[895, 901]","[0.1, 0.9]",303.15,0.1828112368386455
"[944, 920, 618, 721]","[0.1178, 0.1164, 0.1098, 0.656]",313.15,0.1322596895310445
"[645, 920]","[0.1, 0.9]",308.15,-0.2677585456017925
"[240, 870]","[0.29, 0.71]",308.15,-0.2335376845533612
"[936, 937]","[0.8, 0.2]",303.15,-0.284284825552218
"[474, 910]","[0.6, 0.4]",313.15,-0.0546242580470398
[973],[1.0],318.15,0.1931245983544616
"[923, 71, 944, 645]","[0.5179, 0.1479, 0.2905, 0.0438]",313.15,-0.2394267460556058
"[86, 70, 721]","[0.1, 0.30000000000000004, 0.6]",323.15,-0.3534002482796267
"[727, 741]","[0.6, 0.4]",303.15,0.0680194445229841
"[76, 969]","[0.45, 0.55]",313.15,-0.105295249808947
"[213, 804]","[0.6, 0.4]",298.15,-0.0881015309348224
"[928, 981]","[0.33, 0.67]",323.15,-0.3735223148818817
"[721, 849]","[0.5, 0.5]",308.15,0.3676910385190854
"[614, 928]","[0.9, 0.1]",303.15,0.6041741742769224
"[74, 862]","[0.9, 0.1]",303.15,0.0170333392987802
"[845, 956]","[0.09, 0.91]",318.15,0.8082756591045048
"[578, 966]","[0.38, 0.62]",294.75,-0.0606553024384031
"[804, 973]","[0.1, 0.9]",303.15,0.3594048657635635
"[578, 870]","[0.3, 0.7]",309.817,-0.3719225860801775
"[963, 976]","[0.2, 0.8]",308.15,0.5462980511035739
"[889, 981]","[0.6, 0.4]",298.15,0.0736166837925734
"[333, 1375]","[0.6, 0.4]",303.15,0.1483631845033866
"[924, 961]","[0.03, 0.97]",306.44,0.0457199701465585
"[804, 890]","[0.65, 0.35]",316.483,-0.1003649820931341
"[898, 1382]","[0.6, 0.4]",305.65,-0.2482587943343882
"[712, 901]","[0.6, 0.4]",308.15,0.3812524931853662
"[219, 999]","[0.18, 0.82]",308.15,0.0547777289465423
"[127, 578]","[0.76, 0.24]",298.15,-0.0071215261328859
"[1383, 908]","[0.5, 0.5]",303.15,-0.0055542226864538
"[890, 918]","[0.8, 0.2]",293.15,-0.1655792963184674
"[788, 1375]","[0.21, 0.79]",298.15,-0.0236929806807223
"[219, 348]","[0.6, 0.4]",303.15,-0.3334865721276464
"[331, 981]","[0.4, 0.6]",303.15,-0.3261098883478762
"[804, 903]","[0.3, 0.7]",308.15,0.3452480619624976
"[689, 959]","[0.2, 0.8]",313.15,0.6068623996510438
"[898, 933]","[0.5, 0.5]",303.15,-0.2663340257848846
"[910, 1313]","[0.9, 0.1]",309.817,0.1257341776509145
"[81, 1385]","[0.4, 0.6]",308.15,0.5438198051426577
"[804, 916]","[0.2, 0.8]",303.15,-0.2386162241702102
"[804, 862]","[0.75, 0.25]",305.65,-0.0973582040467292
"[330, 986]","[0.9, 0.1]",308.983,0.4640065090342729
"[594, 928]","[0.9, 0.1]",303.15,0.5175864801512493
"[458, 784]","[0.5, 0.5]",313.15,-0.3559234891285685
"[712, 1006]","[0.5, 0.5]",298.15,0.5809351177089803
"[426, 882]","[0.6, 0.4]",320.65,0.1633913730595202
"[898, 973]","[0.3, 0.7]",303.15,0.0748988368501496
"[944, 981]","[0.7, 0.3]",305.65,-0.181562414229031
"[458, 928]","[0.1, 0.9]",303.15,-0.2854969325841382
"[213, 850]","[0.6, 0.4]",303.15,-0.1561465491429207
"[868, 960]","[0.6, 0.4]",303.083,0.1731001659557942
"[453, 741]","[0.4, 0.6]",308.15,0.4903752125071714
"[850, 938]","[0.2, 0.8]",318.15,-0.2622563287083073
"[81, 937]","[0.4, 0.6]",308.15,-0.1461532690068298
[578],[1.0],323.15,-0.6298571529488979
"[756, 923]","[0.4, 0.6]",303.15,-0.3165801896047157
"[234, 870]","[0.5, 0.5]",303.15,-0.2146772879474112
"[850, 1377]","[0.4, 0.6]",303.15,-0.0888817973873191
"[777, 914]","[0.4, 0.6]",308.15,-0.0364944704290971
"[416, 968]","[0.2, 0.8]",310.65,0.4656242916253176
"[741, 1375]","[0.2, 0.8]",308.15,-0.2686339475381767
"[667, 923]","[0.35, 0.65]",323.15,-0.232590397318695
"[273, 850, 293]","[0.3, 0.05, 0.65]",298.15,-0.3893398369101201
"[920, 923]","[0.61, 0.39]",300.65,-0.2363130813261584
"[213, 1386]","[0.2, 0.8]",305.65,0.247727500863548
"[646, 765]","[0.9, 0.1]",308.983,0.1823133891040247
[1016],[1.0],298.15,-0.0525662781129492
"[273, 890]","[0.285, 0.715]",298.15,-0.4053864908399019
"[889, 912]","[0.2, 0.8]",303.15,0.5705429398818975
"[599, 618, 667, 679]","[0.2907, 0.2057, 0.2015, 0.30210000000000004]",308.15,-0.0075348521919566
"[474, 763]","[0.3, 0.7]",308.15,-0.0717256028164438
"[307, 777]","[0.4, 0.6]",308.0,0.0081163032729001
"[348, 745]","[0.4, 0.6]",303.15,-0.1153745441021476
[1171],[1.0],298.0,-0.1048478905274051
"[3, 983]","[0.8, 0.2]",298.15,0.3069339527045394
"[898, 905]","[0.68, 0.32]",308.15,-0.1531376238545697
"[804, 1225]","[0.9, 0.1]",303.15,0.157249976697072
"[906, 933]","[0.8, 0.2]",298.15,0.4874964122619798
"[804, 850, 890, 961]","[0.1764, 0.4999, 0.1249, 0.19879999999999998]",303.15,0.1368942502148716
"[645, 999]","[0.27, 0.73]",313.15,0.1355189079641586
"[81, 759]","[0.8, 0.2]",308.15,-0.0287217651511159
"[859, 901]","[0.8, 0.2]",303.15,0.2182175662313863
"[635, 784]","[0.1, 0.9]",308.15,-0.235170920819855
"[916, 1351]","[0.8, 0.2]",303.8,-0.1639333881096526
"[895, 70, 721]","[0.1829, 0.366, 0.4511]",303.15,0.1044529673222911
"[273, 578, 70]","[0.3204, 0.2628, 0.41680000000000006]",298.15,-0.4118403836169079
"[365, 951]","[0.9, 0.1]",305.65,1.517043457836527
"[474, 777]","[0.8, 0.2]",308.15,-0.0220545330795986
"[303, 578, 981]","[0.1895, 0.3888, 0.42169999999999996]",298.15,0.2380461031287954
"[81, 961]","[0.5, 0.5]",312.605,0.0838581404941112
"[1385, 981]","[0.1, 0.9]",311.9,-0.2354544815076213
"[1375, 819]","[0.4, 0.6]",303.15,0.1871055641758489
"[804, 850, 890, 961]","[0.1378, 0.1264, 0.1337, 0.6021]",298.15,0.3828832354167548
[862],[1.0],301.9,-0.3842773762776393
"[578, 765]","[0.5, 0.5]",305.65,-0.2404806373500985
"[857, 910]","[0.4, 0.6]",303.15,-0.0346756472685395
"[850, 895]","[0.75, 0.25]",303.2,0.0133180999452176
"[1353, 1225]","[0.8, 0.2]",308.15,0.0865291444647524
"[804, 1291]","[0.6, 0.4]",310.65,-0.0007421671208164
"[273, 578, 850]","[0.5861, 0.2343, 0.17959999999999998]",298.15,-0.4885177113739986
"[440, 950]","[0.4, 0.6]",310.65,0.567324435268445
"[273, 960]","[0.7, 0.3]",298.15,-0.2573076031811063
"[474, 884]","[0.9, 0.1]",318.15,0.2136661810554318
"[685, 701]","[0.1, 0.9]",313.15,0.6951861823792668
"[139, 712]","[0.67, 0.33]",303.15,-0.0772403935535581
"[273, 850]","[0.9, 0.1]",303.15,-0.5165390036347826
"[741, 992]","[0.4, 0.6]",295.65,0.1975645322818972
"[765, 897]","[0.49, 0.51]",300.65,-0.1731372169534784
"[1380, 872]","[0.8, 0.2]",298.15,0.1432792221572467
"[976, 1342]","[0.2, 0.8]",313.0,0.5583077381138484
"[765, 786]","[0.55, 0.45]",303.15,0.3497805379601474
"[689, 862]","[0.2, 0.8]",303.15,-0.1346489276726868
"[247, 777]","[0.6, 0.4]",305.65,0.0216446563672962
"[417, 950]","[0.6, 0.4]",310.65,0.3635505374342645
"[695, 894]","[0.24, 0.76]",293.15,0.0391884242120488
"[981, 928, 599, 71]","[0.2873, 0.2516, 0.1269, 0.33420000000000005]",293.15,-0.1324146734529637
"[841, 950]","[0.9, 0.1]",315.65,0.0348662396607523
"[657, 679]","[0.9, 0.1]",313.15,0.4252111820197102
"[273, 1008]","[0.8, 0.2]",309.817,-0.3533286618175504
"[618, 721]","[0.5, 0.5]",303.15,0.0021924433896923
"[219, 741]","[0.8, 0.2]",303.15,-0.340258219180314
"[234, 870]","[0.9, 0.1]",303.15,-0.2018265816565398
"[330, 859]","[0.5, 0.5]",315.65,0.1242405835411302
[705],[1.0],298.0,0.1579645499361098
"[817, 850]","[0.1, 0.9]",308.15,0.0193162121793803
"[869, 920]","[0.2, 0.8]",293.15,-0.2014939259727223
"[944, 618, 870, 721]","[0.3036, 0.198, 0.0701, 0.4284]",293.15,0.17064302283611
"[959, 966]","[0.4, 0.6]",313.15,0.3949982429282785
"[897, 944]","[0.1, 0.9]",295.65,-0.1241064592503466
"[561, 944]","[0.2, 0.8]",303.15,-0.0403854139322127
"[363, 765]","[0.1, 0.9]",308.983,0.3571157289747555
"[95, 1145]","[0.7, 0.3]",308.15,0.3987657529357181
"[93, 981]","[0.7, 0.3]",313.0,-0.0952866982007828
[992],[1.0],295.65,0.1990461323670362
"[872, 960]","[0.3, 0.7]",305.65,0.3537791538634114
[1027],[1.0],303.15,0.2712140972088331
"[307, 972]","[0.6, 0.4]",303.15,1.1958048209783427
"[910, 934]","[0.5, 0.5]",303.15,-0.0850247113539269
"[961, 513, 890]","[0.1432, 0.0639, 0.7928999999999999]",303.15,-0.1745738822321768
"[599, 910]","[0.6, 0.4]",298.15,-0.3094861846539115
"[804, 1016]","[0.3, 0.7]",308.983,-0.0777870470872311
"[70, 923]","[0.7, 0.3]",318.0,-0.2846990569032848
"[273, 850, 293]","[0.8, 0.15, 0.04999999999999993]",298.15,-0.4841261562883209
"[784, 928]","[0.55, 0.45]",303.15,-0.2485335410032708
"[672, 765]","[0.7, 0.3]",313.15,0.2699155547151613
"[961, 81, 974]","[0.8504, 0.125, 0.024599999999999955]",293.15,0.3487136474677532
"[872, 1011]","[0.34, 0.66]",308.15,1.0184688545126654
"[928, 981]","[0.45, 0.55]",323.15,-0.3688500099258318
"[219, 981]","[0.7, 0.3]",308.15,-0.4472872953931376
"[227, 961]","[0.7, 0.3]",308.15,0.5078636046772353
"[435, 928]","[0.2, 0.8]",303.15,-0.2928761712555549
[354],[1.0],298.0,-0.299152743253789
"[912, 928]","[0.3, 0.7]",303.15,-0.0888423912600234
"[855, 81, 578]","[0.6575, 0.3209, 0.021600000000000064]",318.15,-0.048176964684088
"[645, 895]","[0.33, 0.67]",298.15,0.0708071828484977
"[75, 936]","[0.5, 0.5]",303.15,-0.2533602548292342
"[916, 1008]","[0.7, 0.3]",310.65,-0.1773676512969751
"[219, 435]","[0.8, 0.2]",298.0,-0.4502215394169272
"[695, 858]","[0.04, 0.96]",313.15,-0.186561799878135
"[712, 850]","[0.9, 0.1]",308.983,0.585830690088028
"[765, 1054]","[0.9, 0.1]",303.16,0.2810744887423898
"[914, 1283]","[0.9, 0.1]",313.15,0.1412097368329769
"[890, 892]","[0.9, 0.1]",303.15,-0.2519873946414039
[340],[1.0],303.15,-0.165989204856495
"[75, 961]","[0.18, 0.82]",298.0,0.2340772195548904
"[888, 1038, 961]","[0.040480725791463223, 0.11567461724165125, 0.8438446569668855]",308.15,0.807164647816856
"[879, 910]","[0.7, 0.3]",308.15,0.0181179316856917
"[786, 888]","[0.4, 0.6]",308.15,0.6585797507405841
"[863, 974]","[0.7, 0.3]",293.15,0.5855508368891695
